用户,是否看过,五星评分,评论时间,有用数,评论内容
蜉蝣,看过,较差,2019-04-24 02:03:09,1772,一群好几百岁的人叽叽歪歪像一群青春期的小孩，三个小时的时长就靠没完没了的与过去的自己相遇+废话连篇。谁还没有个爱的人咋的！
枫,看过,很差,2019-04-24 08:08:36,339,情怀是最没用的东西。
尘与尘,看过,力荐,2019-04-24 03:50:36,364,"1我觉得就我个人而言，应该是漫威最好的一部，因为完成了十年的收官，做到了为所有人补全属于自己的那一面，不留遗憾。
2这电影不太符合豆瓣电影欣赏水平吧，但是在我们这个年代这样现象级的电影，是很完美的。算是青春吧。
3如果你觉得不好看，那说明确实不是拍给你看的。
4CP女孩哭泣之夜。
5爱你三千遍。"
王大根,看过,力荐,2019-04-24 15:20:15,242,星际大联欢，节奏把控得真好，武戏利落，文戏精练，笑点插得自然又精准，三个小时完全不显冗长。最喜欢的是这回整个故事的落脚点：再没有英雄、责任之类的长篇说教，有的只是想在时间长河中追回失物、追回所爱的炽热心情，毕竟最动人的故事不是拯救世界，永远是人与人之间的相遇和离别啊😭
罗严塔尔,看过,力荐,2019-04-24 03:50:23,244,老三巨头谢幕；为什么铁人要拿最高片酬；美队最强地球人“实锤”、70年前那支舞终究兑现了；论中年大叔的垮掉从有啤酒肚开始；反派终于面目可憎了；女权主义者的盛宴；女巫最赞不接受反驳；对漫画有呼应和斯坦李最后一次出境了；前作里的伏笔也基本上都接上了。作为21部一路看过来的人，表示挺圆满的了。
张咏轩Wayne®,看过,还行,2019-04-24 10:36:15,194,文戏拍的确实糟糕，粉丝向的处理和运用，对路人真是不友好，过于依赖情怀对电影本身来说是坏的，同时在逻辑上也有很多问题和误区，罔顾时间悖论的时空旅行，让时间线变得空前混乱，大篇幅的漫威10年重要角色重聚，拯救世界变得空前儿戏，用最笨拙的方式自我致敬，却是最被粉丝买账的行径。摘除粉丝滤镜，全程流水账记事，角色牺牲在意料之中，但这样对角色生死大权的操控，还是不能附带所有的情感感同，当生命变成某种可以随意篡改的东西，它的诞生或者消逝就不会对观众产生太大的情感冲击。对于同样翘首企盼这部电影的我，这回面对所有电影院里的抽泣和痛哭，有种彻头彻尾局外人的感觉，这场悲剧，是对青春和情怀的一次过度消费，是漫威宇宙一次自我的重复致敬，它精明的调动了大众现下可拨弄到的情绪， 但我们是该警惕创作者再这样居高临下的操控了
桑下,看过,力荐,2019-04-24 01:05:55,223,一个带有缺憾的句号。
陆支羽,看过,还行,2019-04-24 03:58:43,155,3.5。1.我们早已习惯了等彩蛋，这次却偏偏没有彩蛋。2.比初代超级英雄纷纷离场更让人难过的是，……涉剧透！3.对漫威迷而言，真的是十年一梦，美队雷神浩克寡姐鹰眼各有各的泪点，甚至独守花园的灭霸。4.试想，倘若惊奇队长始终在场，又会是怎样一番局面呢？
雨小农和獭祭鱼,看过,力荐,2019-04-24 02:55:47,238,买到了《复联4》预售票，一个人去电影院凌晨三点多看完电影一个人回去，很酷吧。所有你看过的剧情猜测都是错的，所有的伏笔和细节都圆满了。我的初心六人组，最后都获得了完美的归宿。不剧透什么，祝每一个在生活中一腔孤勇的我们，观影愉快。
文帙三,看过,还行,2019-04-24 08:31:46,130,确实是粉丝电影，比神奇动物2还要粉丝向，对超英没兴趣对演员没兴趣的，看不看无所谓了，特效也没多炸裂。
欢乐分裂,看过,还行,2019-04-24 13:49:22,92,3.5；整个系列的全面回顾，在各条时间线上漫游宛如自身亦在神游往事，从2012年起的每个时间节点都历历在目，此系列予我的最大意义或许就是见证了自己如何渡过地狱一季，正如片尾传达的“活下去，才是最好的礼物”。仍是一部粉丝倾向明显的商业大片，但并不妨碍每个观众投射于其中的主观情感，我们在电影中相遇，然后同样在影院的黑暗中分离，目睹了一个世代的崛起及尘埃落定，这种与有荣焉的参与感更多出于自我感动，但又有何关系呢，尘归尘土归土，他们最终找到各自归宿，我们亦会。
用户,是否看过,五星评分,评论时间,有用数,评论内容
国王KING,看过,力荐,2019-04-24 02:55:49,187,“You can rest now.” 太过沉重的结局。各种意义上的，见证了一个时代的结束。
Feixiang,看过,力荐,2019-04-24 03:05:28,175,很难承认，2019年度十佳将出现一部超级英雄电影。悲壮、史诗、深情，这些不曾存在于漫威字典里的词，在这终章中得以展现。对路人来说，这是一部逻辑自洽、节奏有序、编排得当的商业大作，对粉丝来说这是一场情怀至上的青春告别仪式。无疑，这是漫威11年最好的结局。另片尾其实是有彩蛋的（仔细听）。
xiaoxixi,看过,力荐,2019-04-24 03:50:28,196,粉丝看了落泪，路人看了爆笑。腐女看了高潮，直男看了热血。漫威粉看了鼓掌，DC粉看了抱拳。
南悠一,看过,还行,2019-04-24 03:49:31,95,剧作平庸，叙述平庸。但有些时刻非常伟大：当人们面对灭霸这样难缠的魔头，不仅需要宣扬个人英雄主义的icon，还需要icon团结起来。PS：美队的翘臀诱惑指数满星，对美队结局非常不满。
C R U I S E,看过,还行,2019-04-24 03:20:46,106,拍的真是一般，高分多数都是情怀罢了。
柏林苍穹下,看过,推荐,2019-04-24 22:23:45,129,想打五星，也想给一星。
TWY,看过,还行,2019-04-24 03:10:18,71,MCU拍到这个份上已经完全和宏大场景无关了，一切都是属于人物，然而人物关系虽然立起来了，但在太多时刻一切却都与摄影机无关，它竟会如此不在乎眼前的空间和英雄的悲伤，这部电影再次显示了罗素兄弟面对超大格局叙事时的无能和混乱（反观《美队2》中恰到好处的角色数量和设定），不过总的来说这部终章还是给出了一些属于这些角色的动人时刻。
农夫渔夫,看过,力荐,2019-04-24 00:05:37,190,愿每个人都能成为自己平凡之路上的超级英雄。
易如反掌,看过,力荐,2019-04-24 00:23:45,131,五颗星都给妮妮和寡姐，他们必须有姓名！！！！罗素兄弟，你们两个糟老头，坏的很。
羚羊的灵魂,看过,力荐,2019-04-24 02:57:58,117,看之前别化妆了姐妹们，能哭掉你十层粉
陀螺凡达可,看过,推荐,2019-04-24 23:28:23,87,1 > 4 > 2 > 3
有心打扰,看过,力荐,2019-04-24 03:06:13,108,1.我的漫威电影之旅从钢铁侠开始，也是从那一刻开始，他成了我最喜欢的漫威角色！2.影片精巧串联了系列作品，前面不疾不徐铺排线索，最后恢宏磅礴高潮迭起，非常满意，数次热泪盈眶！3.对于自己而言，这是一场告别，一个完美的完结！
Evarnold,看过,推荐,2019-04-24 03:07:09,121,为了造各种情绪效果、为了剧情必须走向某个点，为了让某些人活或死，故事已经无视逻辑了，为此只能送两个字：春晚。
亵渎电影,看过,还行,2019-04-26 15:15:59,54,虽然不是漫威迷，但也看了所有的漫威电影，虽然大部分是睡过去的，这部从一开始就把影片的基调定的很伤感，让所有CP相遇告别，让角色重回当年的场景，也是让观众跟这个超英宇宙告别，已经纯粹是一部粉丝电影了，拖拖拉拉的节奏和功能性太强的穿越设计，故事已经不重要了，最后满眼都是超级英雄们的生死和这十年的情怀了。
质异如星,看过,很差,2019-04-24 02:55:45,224,这个剧情真是生拉硬凑强行煽情。果然是第三部玩大了，这次圆不动了。还好意思吐槽《回到未来》，勇气可嘉。
蜉蝣,看过,推荐,2019-04-24 11:15:19,63,到终局罗素兄弟已经不是导演工作而是平衡工作了。平衡各角色戏份，平衡与前作的联系，平衡每部分情节时长分配，平衡特写交代与恢弘场景，最后平衡粉丝感情。基本在这些框架都搭好之后，也就没有时长再磨细节了。彩蛋梗不是情节细节谢谢。
Stanley Suo,看过,力荐,2019-04-24 02:42:56,108,I AM IRONMAN
谢谢你们的鱼,看过,推荐,2019-04-24 02:57:53,59,《复仇者联盟之漫长的告别》，勒保斯基的梗我能笑一天。
彩蛋君KL,看过,力荐,2019-04-24 05:06:27,83,漫威用美妙的方式串联起前21部影片，每个我们熟悉的人物都散发着前所未有的光芒，感觉复联4不是一部电影，而是一场属于英雄们的授勋典礼。
倒霉熊打瞌睡,看过,力荐,2019-04-24 03:25:42,96,这一集打斗少，对话多，时间线穿越设计的很合理，很多之前系列电影的情怀，老玩家看了非常有代入感。两小时对话，一小时打斗，最后打戏精彩，集结的场面很热血。漫威十年，一代人的爱
用户,是否看过,五星评分,评论时间,有用数,评论内容
乌鸦火堂,看过,力荐,2019-04-25 06:08:36,66,"世间所有的相遇，都是久别的重逢。首日二刷，IMAX+杜比，漫威宇宙的节点，初代复仇者谢幕，角色退役前与过往的叙旧，也带领观众完成记忆上的二次共情，整部电影就是大彩蛋，无数漫威宇宙梗个中体会，结尾更燃到极点，怎能不泪流满面。从电影的角度，该片不算完美，但谁在乎，情怀的力量，这才是“我们的10年”，承载的是一起走过的青春。结局是遗憾的，因为有人离去，但残缺,也算一种美，为了让我们更好的铭记，爱你三千遍"
what'swilliam,看过,推荐,2019-04-24 03:32:51,78,4.2星。漫威为电影宇宙第一个十年画上了一个圆满的句号。1.漫威拿手好戏之一就是能把泪点笑点调和得宜。2.应该是漫威过去十年最为复杂的剧本。3.漫威十年到底谁是第一男主？本片给出了答案，所有设定走向结局是对漫威宇宙第一个十年最好的致敬和总结。4.美国翘臀绝非浪得虚名。5.灭霸果然和其他妖艳贱货反派脑回路不一样。6.每个人都有足够的理由加入终局之战，为了各自的挚爱。7.关键词：真假美猴王、周芷若舞屠龙刀、李莫愁联手小龙女。8.废章并非没有，结尾的处理也并不算完美，但在本片的完成度和里程碑意义的情怀加成下，可以忽略。
wuwu-qq,看过,很差,2019-04-24 07:14:10,212,剧情太容易被猜想到了，有点假，虽然是系列终结篇，但真的觉得没意思
二火山,看过,推荐,2019-04-24 03:47:19,57,刷了三遍，切身体验为，零剧透+IMAX+粉丝场为最佳观感。作为一部全民情怀向的终章，有遗憾但很圆满，每位观众对自己喜欢角色投入的感情决定了他们各自对复联4的理解，利用穿越时空来回溯过去是对观众十一年支持最好的礼物，那些意想不到的惊喜就像彩蛋一样埋在正片里，令人兴奋。漫威这个阶段的成功，离不开全球观众对一代复联倾注的感情，他们像家人一样，成为永驻我们内心的角色。
栖息左河,看过,力荐,2019-04-24 02:38:46,70,"I'm iron man
我爱你三千遍"
D.A.V.Delta,看过,很差,2019-04-24 07:10:52,153,盾冬玩家彻底被割韭菜，不打一分对不起自己良心！！！
zykmilan,看过,力荐,2019-04-24 03:00:34,71,"零点场，全球第一批观众之一。天啊我要给罗素兄弟疯狂打call，我相信所有漫威迷们你们想得到想不到的一切，在这里你都可以看到。哭过笑过，十年一梦。Each and everyone gets a closure, about past, about current, about future. 这是真正的史诗！已经很难在电影范畴来评价它了，这完全是给所有漫威粉丝的tribute。全片到处都是梗，真的是要补全全部MCU过往电影才能理解啊，如果还有人能整理全全片所有彩蛋，那我真是五体投地。然后最后也终于说出了那句这么多年来始终都没能喊全的、完整的——Avengers assemble! Enough, that’s enough...【PS：郑肯、真田广之和导演兄弟之一乔·罗素都来轧了个小角色，更不要说斯坦·李的最后的客串，全场飙泪鼓掌。另外，最后湖边长镜头扫过的人"
维雪魂,看过,力荐,2019-04-24 02:52:09,59,此生无憾
miierp,看过,力荐,2019-04-24 00:14:14,77,"朋友们，你们还在这里么？你们还记得复仇者联盟么？

你们过得还好么？

十多年了，当我偶尔遇到一个陌生人，发现他也看超级英雄电影时，我会欣喜若狂，与他畅谈半天。

尽管他看的是DC。

不看漫威，怎会懂它带给我们的感动。

《复仇者联盟4》上映的那一天，与那么多漫威粉丝欢聚一堂，已经值回票价了。"
楠说与延李,看过,力荐,2019-04-24 02:59:41,70,"雷神没退休
死肥宅天下第一
堡垒之夜天下第一
反复痛击星爵引满室喝彩
时间穿梭严重违反祖父悖论，时间线应该属于不同的平行宇宙
不存在每个人永远消失，既然开了一次时间秘籍，过去的人是可以穿越回来的
你是这十年漫威最伟大的英雄
爱你三千遍，千千万万年"
科科，千陽,看过,力荐,2019-04-24 02:56:44,77,最好的漫威，最好的复仇者们
晚不安,看过,较差,2019-04-24 03:56:56,1556,前20分钟真的以为罗素兄弟要捧出什么好菜，适量精准的文戏和反高潮的设置让我眼前一亮。然后电影就进入了前所未有的格外冗长的英雄重聚段落，紧接着是打着红旗反红旗的罔顾所有悖论的时空旅行。时间线变得空前混乱，拯救世界变得空前儿戏，好莱坞大片标准模式化叙事卷土重来。当生命变成某种可以轻易篡改的东西，它的诞生或者逝去就不会对观众产生丝毫情感冲击。这也就是为什么片末所谓史诗对决还是被世纪初的《指环王》吊打。所以，21部电影的铺垫，媒体的造神运动和公众的趋之若鹜，开启的不过是一场极度粉丝向的闹剧，一次对青春和情怀的过度消费，一次漫威宇宙的自我致敬/重复，一次超级英雄电影彻底暴露其娱乐商品属性的全民跟风运动。在零点场的抽泣、欢呼和掌声里，我感到自己是个彻底的局外人，是时候警惕创作者对荷尔蒙居高临下的操控了。
白死,看过,很差,2019-04-24 04:22:24,167,BUG太多，穿越设定太落下风，打斗还不如上一部，一个有印象的打斗镜头都没有。美队结局大BUG，地球科技太无敌，只要你想，无限宝石可以批发了。作为系列终章，太失望了
fanwiki,看过,很差,2019-04-24 07:52:05,131,"剧情混乱不堪，科幻的成分几乎为0,也就剩下情怀了。"
来一瓶香槟吧,看过,较差,2019-04-24 01:21:14,659,越来越觉得幼稚的电影，也很讨厌漫威所谓的宣传，相比较《指环王》，这电影简直暴敛天物，占用这么好的演员资源，求求斯嘉丽别再演黑寡妇了，演技都快没了，浪费我的IMAX钱，没看完就离场了，以后绝对不看首映了!
神秘金针菇,看过,较差,2019-04-24 03:05:02,569,I'm not satisfied.史诗级的片长，这么多年的铺垫，漫威本可以靠这部最终篇跳出商业爆米花的标签，谁知最后端出的依旧是段子、爽点的乱炖。一切都那么的刻意和不自然，就像女士们的突然齐步走，就像最后那一个响指，就像明明该是巴基却给了山姆。
外出偷狗,看过,很差,2019-04-24 23:27:12,54,比预想中还更糊弄的剧情，比上一部更少的人物，场面却更加失控，全靠观众自我感动。MCU十年，留下无数烂梗，即便被打碎也不会化成灰散落风中，恐怕再过十年也不会消失。
趴,看过,较差,2019-04-24 06:13:50,331,铺垫又臭又长，核心人物逻辑崩坏，并且永远在该认真的地方搞笑，你看我笑了吗？🙄️
焚紙樓,看过,较差,2019-04-24 22:29:57,143,片長災難，前兩小時既臭長又走板，最後定住全劇的還是第三集就埋好的隱寓──鋼鐵人和薩諾斯，其實是同一個人。他倆將正義（秩序）追求訴諸於力量擴增（擴軍／鐵甲）的最終結果，必然將是自己輾壓其他種類的正義，例如彼此。直到絕對力量套上手指的一刻，薩諾斯選擇成神，東尼則選擇成仁，才劃出了他倆靈魂的分別。MCU的十年，本質是屬於鋼鐵人的十年。
白白的,看过,较差,2019-04-24 09:54:50,162,"铁人和灭霸一换一；寡妇一个人来一个人走；美队体验完美人生；灭霸吐槽我他喵被鞭尸两次；吃瓜群众都活了。
拖沓矫情的前戏+智商和实力飘忽不定的灭霸+打架从不抱团的妇联+刻意但硬不起来的牺牲+你不是漫威粉+死贵票价和时间=平庸的句号"
用户,是否看过,五星评分,评论时间,有用数,评论内容
猫小珥,看过,较差,2019-04-24 04:03:18,71,从首部到终篇因为故事线过多而剧情显得散乱的问题如今倒也成了风格 尽管觉得从某个角色着重讲述会有更好的结果 但也只能说是萝卜青菜 可为了煽情而让某人没有足够铺垫的拿起某个东西实在让人莫名其妙 当然这是小问题可以忽略 然鹅前半部分缓慢的节奏（后半段有所改善）和后半段祖母悖论导致的无法自圆其说的逻辑漏洞实在让我忍无可忍 当然对于狂热粉来说可能根本不会考虑到这些吧 早就被十多年狂热的情绪无视了一切bug 所以电影啊终究看个各自欢喜 但是如果想自己好好享受这部作品 切忌粉丝场 吵得影响观影体验
荔枝超人,看过,还行,2019-04-24 14:01:25,42,前1/3 part，看几位超级英雄洗尽铅华过着常人的生活、体验着世俗的情感，几场戏下来还是有不少触点。然而接下去，不争气的我又睡着了……
李小丢,看过,力荐,2019-04-24 15:04:15,43,真不好划分什么叫剧透，那么就单纯表白一下我最爱的美队吧，尽管他的一生大部分时间都是悲剧，可他一直是那个激励别人的人，仿佛他不会有丝毫脆弱。就像灭霸打完响指之后，有的人沉沦，有的人自责，有的人逃避，他却带着微笑鼓励每一个普通人move on。实际上，他才是那个永远无法move on的人，他一直活在过去，虽然他有了那么多新朋友，有那么多人需要他，但他毕生所求，无非是兑现那一支舞的承诺。
天亮天黑,看过,力荐,2019-04-24 03:23:29,47,凌晨三点看完，花了十五分钟离开电影院，此刻只想尽快回到家，抱抱熟睡中的女儿和爱人。
芦哲峰,看过,推荐,2019-04-24 16:23:59,32,漫威十年，岁在己亥，暮春之初，会于世界各地之影院，修禊事也。群贤毕至，少长咸集。仰观宇宙时空之随意穿越，俯察超级英雄之数量众多，所以游目骋怀，足以极视听之娱，信可乐也。
雅典娜,看过,很差,2019-04-24 23:07:42,47,果不其然战斗场面仍然只会八百标兵奔北坡两方人马跑跑跑。对前人作品的恶意醋意溢出屏幕。抖机灵，把所有时间穿越类科幻作品鄙视一遍之后自己搞出来一坨屎，屎上还爬满bug。锤哥真是倒了八辈子霉，角色直接被毁，其他角色也没好到哪儿去。节奏一塌糊涂，煽情刻意，西皮则当作嗟来之食望你脸上扔。唯一一星是给各位演员的，这样豪华的阵容怕是很长一段时间都难再见了。
孙学文,看过,力荐,2019-04-24 16:08:49,47,灭霸穷尽一生只为一个平衡的宇宙。看到他最后坐在那等待命运的降临，我的心都碎了。
吃半个欧包,看过,较差,2019-04-24 09:05:55,60,"Revenge! 希望他们可以有一个好的结局。另：写在影迷盛典后，之前一直觉得导演对一些角色很不重视，似乎很草率地决定了他们的命运，但后面慢慢才发现为了MCU这个整体，的确需要在一些方面做出让步，影迷盛典上主创们真的很让影迷感动，所以无论如何，谢谢他们。

写在观影后。
感觉完完全全被辜负。逻辑实在太乱，剧情破碎，仿佛是一场为了让卡司登场而展示的大卖场。
十年，结局不过如此。"
千寻亿选,看过,较差,2019-04-24 17:55:54,46,对路人不友好的粉丝向电影，三个小时真是超级拖拉，前一个小时全是尿点，完全可以上个厕所抽支烟再和门口检票的小姑娘劈劈情操，中间一小时文戏也太多，最后一小时高潮。平行宇宙和时空穿越bug太多，无力吐槽，打斗也少，不够爆米花，复联系列还是第三部最精彩
贾凡的仙女棒棒,看过,还行,2019-04-24 09:09:43,58,时间线混乱，毫无逻辑可言，只有后来的战斗场面让人热血了一点。人物ooc严重化，特别是锤和队，先是把队13的感情线强行抹掉，后来为了自己而抛下巴基，无论是队长还是Steve都不会做出这样的事。雷神更狠，仿佛把雷神系列里的成长直接抹杀掉，整部电影都被沦落为笑柄，雷3的天神不复存在。
字母君,看过,较差,2019-04-24 00:13:07,56,"看过沙马兰的《不死劫》三部曲后再看这种虚假的“悲壮”，感觉妇联4简直是过家家……
漫威系列至今为止第一部完全拒绝非粉丝观众的电影，剪辑运镜依旧延续之前的“漫威样板戏”风格，结尾人人有镜头的大联欢，影院中欢呼声与“这谁？”此起彼伏。穿越设定终于有了一丝久违的科幻味，穿越戏的处理方式（说白了就是套拍和素材回收）放在超英片里也算是一记不错的情怀杀，谁能想到波特曼会以这种形式回归呢？但设定漏洞和OOC简直多到完全不能回头想，跳崖抢先战和手套接力赛两场戏之荒诞堪比闹剧。而且，就这么点戏份，真有必要拍部《惊奇队长》铺路么？"
孔府小鱼,看过,还行,2019-04-24 03:52:18,46,我仍然可以为我爱的超级英雄们尖叫，但是蹭了那么多时间穿越电影的逻辑漏洞，自己的时间线已经是筛子，剧本逻辑太差了。
予己一书,看过,还行,2019-04-24 03:51:37,43,"1  说真的diss别人写影评插科打诨，这部电影不是吗？
2  前面一半每个角色看着悲痛，但还是时不时说着段子（冷笑话）。
3  回到过去见亲人，或许对粉丝很友好但真的有点巧，为了情怀加彩蛋bug层出不穷这真是一部好电影该有的？这会还是有各种投机取巧的段子。还有星爵听歌那段，我真的不是在看抖音？
4  黑寡妇死跟钢铁侠死气氛的确营造的不错，这里加分。
5  惊队的意义就是把漂泊在宇宙的钢铁侠救回去，然后对电影推动起不到任何作用。
6  上面一点就暴露了一个问题，一部电影讲述的人物过多就会碎片化，更何况还有那么多没有实质性意义的角色，三个小时显得非常拖沓。
因为是这阶段mcu最后一部电影。7分"
Valery,看过,还行,2019-04-24 03:13:36,52,本最该有史诗感的一部却在史诗感上让人失望了，漫威在插科打诨全员嘴炮吐槽这个写法上用的有点过了。不过结局美队的选择和那支舞倒确实惊喜到我，他的人物落点也圆满了。
kitty663123,看过,很差,2019-04-24 09:29:18,50,就漫威对女性角色的塑造以及黑寡妇的结局来看，1分都是多给的。复联四部里最烂的一部。（ps：私信骂我的漫威粉你妈坟头蹦迪，全家死绝。）
扭腰客,看过,力荐,2019-04-24 03:33:13,33,I love you three thousand times.这么多超级英雄里，其实最喜欢蚁人了，诙谐、市井，还带有几分俗气。这才是你我这等凡人熟悉的人间烟火啊。
黑狗成,看过,,2019-04-24 03:57:06,45,最后一手龙头棍传得，不愧全球最大抢钱黑社会。
Ani'mal,看过,还行,2019-04-24 13:01:05,58,换导演好吗？拍成这样对得起那些英雄吗？仿佛官方同人短片集锦，大场面指环王的格局，海王的实操，节奏还不如呢。结尾想想超人之死那一段，真诚和扎导道了个歉。片不好好拍，营销倒是一套接一套。
曾良君,看过,力荐,2019-04-24 18:12:52,32,故事和超级英雄都有落幕的那一天，旧的故事业已结束，新的故事正要开场。让我们在回忆的小径上多走几步，旧友重相逢，想做超级英雄的人成为了真正的超级英雄，失落的时光也在另一个平行宇宙被重新拾起，没有比这更好的结局了。
善始善终,看过,力荐,2019-04-24 03:13:09,69,结局真的挺意外的，美队和钢铁侠之间的情愫、寡姐与鹰眼之间的感情，还有发生巨大变化的雷神和绿巨人、搞笑担当的蚁人和银河护卫队都是电影中最靓丽的风景线。每个传奇都有终点，正所谓善始善终，我觉得漫威做到了。离别是为了下一次能更好的再见，我相信有些时候说了再见就一定会再见。谢谢漫威，谢谢你们，Avengers。敲到这里不知怎的眼泪悄无声息的流下来了，这种感觉可能只有影迷们才会明白吧。十年青春，十年漫威。十年变化很大，十年我从一个什么也不懂的孩子变成了青年，十年我得到了至爱又失去了爱情，十年真的能让一个人改变很多。哎，想说的话太多。哎，真的很感谢你们，真的。
用户,是否看过,五星评分,评论时间,有用数,评论内容
工部侍玩,看过,还行,2019-04-24 08:05:32,62,所谓的情怀，并不足以掩盖这部大乱斗电影的平庸
私～川流,看过,,2019-04-24 02:34:30,61,我以后不看美漫了，行了吧。ಥ_ಥ
兔子兔子不开花,看过,力荐,2019-04-24 03:05:04,58,"我不接受我要求重拍！！！

灭霸就是太着急纠正自己的错误 他应该悄悄记下来 跟着时间线走在第一次集齐宝石打响指的时候 不灭掉一半而是全灭掉 他就赢了。"
黄青蕉,看过,推荐,2019-04-25 21:58:14,30,从来没有哪一部电影打怪需要开这么多主角光环呐！同样一波怪复联一五个人就打了！编制严重冗余！你们港是不是这个道理！
fmmp,看过,力荐,2019-04-24 05:45:03,66,我爱所有的初代复仇者们，真的不忍心就这样终结了。漫威创造了你们，你们也成就了今天的漫威，感谢你们给了我们如此美好的青春记忆，love you all！！！！
大海里的针,看过,力荐,2019-04-24 12:38:22,32,《复联4之颜值大逆转》：惊队之前有多丑，现在就有多帅；雷神之前有多帅，现在就有多丑……影片质量不用多说，史诗、高燃、悲壮！
洋聪电影,看过,推荐,2019-04-24 00:02:58,38,我是来分析票房的，估计在30到35亿之间……原因有3点，          1复联3票房23.9亿，惊奇队长票房10亿，按照这个算法大概有三分之二的人看了复联3没有看惊奇队长，漫威的片子要连续看才连贯，这些没看的人估计在等网上高清，很遗憾现在23号了，我看了下网上还是没有高清版，只有偷拍版，这个因素或多或少会影响一些人去看                   2复联3是150分钟复联4是180分钟，多了半小时，这就意味着相对复联3每天会少排一场，少一场总的收人会少很多 ，不排出票价涨但是最多前10天，                3还是时间问题，180分钟三个小时，说实话一般的路人尤其是妹子真的很难坐的住的，这部分观众会流失不少的…反正本人已经贡献了24号的125元的IMAX票
ｋīＳＳ_∪,看过,还行,2019-04-24 03:30:33,53,中规中矩，排除粉丝滤镜我只能给3分
namine,看过,较差,2019-04-24 17:19:38,46,我的漫威初心不是钢铁侠，也不是美国队长，是2011年的雷神托尔，这部电影我贡献了三次票房，并在看完之后注册了豆瓣，写了第一篇豆瓣影评，这也是我标记的第一部电影，对于看过复联四的人，我想我没必要再说下去了。
麻绳,看过,还行,2019-04-24 17:07:41,40,没啥故事，烂大街的穿越梗，就是个漫威联欢会，想办法让以前的主要人物都出来露个脸，说说话，比划比划，比第三部差远了。睡着两三次，一次眯了一下一睁眼就看那XXX死了，刚才还聊天呢啊……没彩蛋，看完赶紧上厕所去吧。
木卫二,看过,还行,2019-04-26 22:56:24,30,地球人真厉害
UUUUUUUUU,看过,很差,2019-04-24 07:32:43,40,....漫威，你要搞情怀我理解，你想打断同人所有路子也行，你要让英雄去过自己的日子也能理解。但这样的结局几个意思，真的没必要，没必要连带着把人姑娘原有的生活都给吞掉了，也没必要那么生硬的选择无视背后另一个过时之人。没必要。
慕容复,看过,力荐,2019-04-24 22:33:09,32,应该说故事的走向和人物的结局和我猜的差不多。后半个小时，影院里好几个女生已经哭的泣不成声了，我对影片倒没啥特别的感受，只是回想起看《钢铁侠1》时正好是大学的毕业季，也是不由得感慨，什么东西加上时间这一纬度，意义立即就变了啊。
徐若风,看过,力荐,2019-04-24 11:57:06,40,"4星+1。
11年，22部电影。从2008年那句“我是钢铁侠”诞生而布局的漫威宇宙，一路走来，所有的回忆都汇入《复联 4》的三个小时之中。
电影展开剧情的手段，也许在你看完《复联3》之后就能依稀猜到。的确，也没有别的方法再来复活他们。但即便是新壶装旧酒，《复联4》仍是一部充满了趣味与感伤，且并没有生硬煽情的作品。
作为一列串联起漫威11年的“情怀过山车”，客观而言，《复联4》并非尽善尽美，但它仍将之前的所有作品中所预埋的包袱发挥了出来。它是我个人心目中的“漫威宇宙至今最佳”。"
Thor(in)Asgard,看过,还行,2019-04-24 12:54:26,37,如果上一部因为某个原因多打了一颗星的话，那这一部因为同样的原因只能扣掉一颗星了。而且不知道为什么在片长要溢出的情况下，仍然要加很多无意义的笑料。
人不逗B枉少年,看过,还行,2019-04-24 07:50:11,47,有人说时间太长文戏太多，太棒了，你们终于也感受到路人的愚昧了，恭喜，我记得当初有个电影也被这么批评过，我们DC粉也挺记仇的。哈哈，抬手就送上祝福，以后别动不动就装逼
Enjolras,看过,力荐,2019-04-24 03:05:02,49,先说一句，没有彩蛋，望周知。
冰山的阴影,看过,还行,2019-04-25 12:40:04,33,「总是在记挂过去的人，永远都不可能创造未来。」——紫薯の哲学家·阿灭
НастяCyan,看过,很差,2019-04-24 07:54:53,44,对美国队长史蒂夫罗杰斯和对雷神索尔人格和过往的极度侮辱 恭喜你 恶心和逼走真爱粉 漫威你做到了
沙雕电影,看过,力荐,2019-04-24 08:16:05,38,我不知道复联4最终能打破多少票房纪录，但我知道今天肯定打破了上班请假人数的纪录。
用户,是否看过,五星评分,评论时间,有用数,评论内容
殇潮|Enigma,看过,较差,2019-04-25 20:28:01,29,这剧本大概是个普通fanfic水平的卖情怀，剪辑还烂成这样，完全不知道导演是干嘛用的……
爱的镇魂歌,看过,力荐,2019-04-24 05:35:44,40,穿越往昔场景是对漫威电影十一年历程的一次大回顾，兼具情怀与笑点能充分享受每一个或曾淡忘的细节。夺回消逝的战友再度集结起全明星阵容时，所有铺垫随情感在此一刻爆发开来，当年六人小队，如今千军万马，走到这一步戏里戏外都堪称奇迹。两大支柱双双谢幕标志着一个时代的终结，虽说旧的不去新的不来，但复联4已经像是划下句号般遗憾而圆满，很难再以与过去相同的心情去期待今后MCU的展开了。
翻滚吧！蛋堡,看过,力荐,2019-04-24 03:18:34,45,抹完眼泪还是想说，Lebowski的梗我能笑一年
人家不是猴哥啦,看过,推荐,2019-04-24 02:58:51,45,坑挖的太大不好填
